"";"Inverter: INV 1 (#1, 1/21010730236TJ9902137)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BiDirectionalMeter: MET 1 (#2, 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"";"Pac (W)";"Pdc1 (W)";"Pdc2 (W)";"Pdc3 (W)";"Yield (Wh)";"Udc1 (V)";"Udc2 (V)";"Udc3 (V)";"Temperature (°C)";"Uac (V)";"Status";"Error";"Iac (mA)";"Idc1 (mA)";"Idc2 (mA)";"Idc3 (mA)";"Pdc4 (W)";"Idc4 (mA)";"Udc4 (V)";"Pac (W)";"Yield (Wh)";"Status";"Error";"Etotal_C (WattEver)";"Pac1 (W)";"Pac2 (W)";"Pac3 (W)";"Uac1 (V)";"Uac2 (V)";"Uac3 (V)";"Qac1 (var)";"Qac2 (var)";"Qac3 (var)";"Iac1 (mA)";"Iac2 (mA)";"Iac3 (mA)";"Fac (Hz)";"Cos(Phi)";"Pac raw (W)";"Etotal Forward (Wh)";"Etotal Reverse (Wh)";"Etotal Raw (Wh)";
"2019-06-29 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"1";"0";"0";"-836";"440";"148";"239";"237";"238";"384";"0";"284";"-3860";"2000";"1400";"50.030";"0.505";"-236";"3732750";"983330";"2749438";
"2019-06-29 00:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-880";"458";"82";"238";"236";"236";"400";"12";"166";"-4000";"2060";"860";"49.980";"0.503";"-338";"3732750";"983360";"2749407";
"2019-06-29 00:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"24";"2";"1";"0";"72";"-880";"558";"146";"237";"235";"235";"400";"80";"130";"-4000";"2400";"800";"49.990";"0.321";"-140";"3732750";"983370";"2749386";
"2019-06-29 00:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"30";"4";"1";"0";"162";"-760";"520";"156";"236";"235";"236";"380";"80";"100";"-3700";"2400";"680";"50.010";"0.186";"-48";"3732760";"983380";"2749373";
"2019-06-29 00:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"1";"0";"192";"-758";"496";"134";"236";"235";"236";"386";"60";"66";"-3600";"2220";"580";"50.010";"0.219";"-84";"3732760";"983390";"2749378";
"2019-06-29 00:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"24";"7";"1";"0";"264";"-760";"440";"156";"236";"236";"236";"398";"0";"100";"-3600";"1860";"700";"50.020";"0.399";"-128";"3732760";"983400";"2749363";
"2019-06-29 00:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"240";"27";"1";"0";"985";"-468";"438";"192";"236";"235";"236";"330";"0";"160";"-2600";"1880";"1000";"50.030";"0.563";"170";"3732780";"983410";"2749357";
"2019-06-29 00:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"360";"57";"1";"0";"2060";"-194";"438";"120";"237";"235";"236";"280";"0";"40";"-1600";"1880";"400";"50.010";"0.756";"360";"3732810";"983410";"2749387";
"2019-06-29 00:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"360";"87";"1";"0";"3135";"-184";"438";"120";"237";"236";"236";"280";"0";"40";"-1600";"1820";"420";"50.020";"0.758";"360";"3732850";"983410";"2749422";
"2019-06-29 00:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"358";"116";"1";"0";"4204";"-190";"438";"118";"237";"235";"237";"280";"0";"44";"-1120";"1860";"400";"50.030";"0.750";"358";"3732880";"983410";"2749454";
"2019-06-29 00:50:00";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"272";"139";"1";"0";"5007";"-440";"460";"192";"237";"236";"236";"326";"14";"160";"-1980";"1840";"1000";"50.030";"0.556";"216";"3732900";"983420";"2749482";
"2019-06-29 00:55:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"6";"139";"1";"0";"5025";"-720";"558";"130";"237";"235";"236";"360";"80";"56";"-3600";"2400";"540";"50.020";"0.097";"-28";"3732900";"983420";"2749480";
"2019-06-29 01:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"32";"142";"1";"0";"5114";"-744";"522";"156";"238";"236";"237";"354";"80";"100";"-3600";"2400";"700";"50.020";"0.152";"-30";"3732910";"983430";"2749487";
"2019-06-29 01:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"142";"1";"0";"5114";"-760";"500";"120";"238";"236";"236";"360";"60";"40";"-3600";"2300";"400";"49.980";"0.233";"-104";"3732910";"983440";"2749478";
"2019-06-29 01:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"202";"158";"1";"0";"5720";"-462";"438";"156";"237";"235";"236";"334";"0";"100";"-2680";"1920";"700";"50.000";"0.548";"112";"3732930";"983440";"2749474";
"2019-06-29 01:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"356";"188";"1";"0";"6788";"-202";"440";"156";"237";"236";"236";"306";"0";"100";"-2000";"1940";"700";"50.020";"0.683";"356";"3732960";"983440";"2749502";
"2019-06-29 01:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"392";"221";"1";"0";"7956";"-200";"436";"192";"238";"236";"236";"314";"0";"160";"-1980";"1880";"1000";"50.010";"0.674";"392";"3732990";"983440";"2749534";
"2019-06-29 01:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"386";"253";"1";"0";"9113";"-202";"440";"186";"238";"236";"237";"316";"0";"152";"-2000";"1880";"980";"50.010";"0.670";"386";"3733020";"983440";"2749564";
"2019-06-29 01:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"238";"272";"1";"0";"9827";"-366";"440";"120";"238";"236";"237";"326";"0";"40";"-2340";"1940";"400";"50.020";"0.621";"188";"3733040";"983450";"2749592";
"2019-06-29 01:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"26";"275";"1";"0";"9905";"-722";"452";"154";"238";"236";"237";"360";"8";"104";"-3600";"2040";"700";"50.000";"0.361";"-114";"3733050";"983460";"2749592";
"2019-06-29 01:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"275";"1";"0";"9905";"-720";"558";"120";"238";"236";"237";"326";"80";"40";"-3600";"2400";"400";"50.000";"0.094";"-36";"3733050";"983460";"2749590";
"2019-06-29 01:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"32";"277";"1";"0";"10001";"-720";"522";"156";"238";"236";"237";"320";"80";"100";"-3540";"2400";"700";"50.030";"0.124";"-6";"3733050";"983470";"2749582";
"2019-06-29 01:50:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"280";"301";"1";"0";"10836";"-408";"504";"156";"238";"236";"238";"296";"64";"102";"-2400";"2320";"700";"50.030";"0.503";"266";"3733080";"983470";"2749590";
"2019-06-29 01:55:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"432";"336";"1";"0";"12117";"-200";"440";"192";"239";"237";"238";"280";"0";"162";"-1600";"2000";"1000";"50.020";"0.731";"432";"3733110";"983470";"2749625";
"2019-06-29 02:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"370";"367";"1";"0";"13224";"-210";"440";"156";"239";"237";"238";"284";"0";"102";"-1640";"2000";"700";"50.020";"0.695";"370";"3733140";"983470";"2749657";
"2019-06-29 02:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"356";"396";"1";"0";"14289";"-228";"440";"156";"239";"237";"238";"280";"0";"102";"-1780";"1980";"700";"49.990";"0.673";"356";"3733170";"983470";"2749689";
"2019-06-29 02:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"392";"429";"1";"0";"15462";"-222";"440";"192";"238";"237";"238";"284";"0";"162";"-1940";"1940";"1000";"49.990";"0.668";"392";"3733210";"983470";"2749719";
"2019-06-29 02:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"320";"456";"1";"0";"16418";"-230";"440";"120";"239";"237";"238";"302";"0";"40";"-2000";"1900";"400";"50.020";"0.674";"320";"3733230";"983470";"2749750";
"2019-06-29 02:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"166";"469";"0";"0";"16915";"-616";"452";"192";"239";"237";"239";"372";"4";"164";"-3160";"1960";"1000";"50.010";"0.498";"34";"3733250";"983480";"2749771";
"2019-06-29 02:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"32";"472";"1";"0";"17011";"-772";"560";"156";"239";"237";"238";"360";"80";"104";"-3600";"2400";"700";"50.010";"0.177";"-44";"3733250";"983490";"2749761";
"2019-06-29 02:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"472";"1";"0";"17011";"-750";"538";"120";"240";"238";"238";"334";"82";"40";"-3600";"2400";"400";"50.030";"0.152";"-56";"3733250";"983500";"2749751";
"2019-06-29 02:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"62";"477";"1";"0";"17197";"-730";"508";"192";"240";"237";"239";"320";"68";"164";"-3600";"2320";"1000";"50.020";"0.205";"4";"3733250";"983510";"2749749";
"2019-06-29 02:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"28";"480";"1";"0";"17286";"-808";"440";"156";"240";"238";"238";"350";"0";"100";"-3800";"1820";"700";"50.030";"0.505";"-190";"3733260";"983520";"2749735";
"2019-06-29 02:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"238";"500";"1";"0";"18000";"-320";"440";"156";"240";"238";"239";"280";"0";"102";"-2000";"1900";"700";"50.020";"0.571";"238";"3733280";"983520";"2749748";
"2019-06-29 02:50:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"238";"519";"1";"0";"18714";"-320";"440";"156";"240";"238";"239";"280";"0";"102";"-2000";"1960";"700";"50.010";"0.568";"238";"3733300";"983520";"2749770";
"2019-06-29 02:55:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"244";"540";"1";"0";"19446";"-320";"440";"142";"240";"238";"239";"280";"0";"78";"-2000";"1980";"620";"50.020";"0.575";"244";"3733320";"983520";"2749793";
"2019-06-29 03:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"238";"560";"1";"0";"20160";"-346";"440";"156";"239";"237";"238";"308";"0";"102";"-2000";"1860";"700";"50.010";"0.513";"238";"3733350";"983520";"2749815";
"2019-06-29 03:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"560";"1";"0";"20160";"-920";"440";"117";"239";"237";"238";"410";"0";"45";"-4275";"1950";"400";"49.970";"0.591";"-335";"3733350";"983550";"2749813";
"2019-06-29 03:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"26";"562";"1";"0";"20243";"-886";"560";"156";"239";"237";"237";"400";"80";"100";"-4000";"2400";"700";"50.010";"0.342";"-164";"3733350";"983560";"2749793";
"2019-06-29 03:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"48";"566";"1";"0";"20387";"-870";"542";"192";"239";"237";"238";"400";"80";"164";"-3900";"2400";"1000";"50.010";"0.305";"-104";"3733360";"983580";"2749780";
"2019-06-29 03:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"38";"569";"1";"0";"20498";"-760";"512";"176";"239";"237";"238";"400";"72";"136";"-3600";"2320";"920";"50.010";"0.195";"-40";"3733360";"983590";"2749778";
"2019-06-29 03:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"250";"590";"1";"0";"21244";"-368";"440";"142";"239";"237";"237";"344";"0";"78";"-2200";"1880";"620";"50.020";"0.599";"190";"3733380";"983590";"2749777";
"2019-06-29 03:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"386";"622";"1";"0";"22397";"-172";"440";"156";"239";"237";"238";"290";"0";"102";"-1600";"1980";"700";"50.020";"0.725";"386";"3733410";"983590";"2749808";
"2019-06-29 03:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"396";"655";"1";"0";"23587";"-162";"440";"156";"239";"237";"238";"280";"0";"102";"-1600";"2000";"700";"50.010";"0.745";"396";"3733450";"983590";"2749844";
"2019-06-29 03:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"398";"688";"1";"0";"24770";"-160";"440";"158";"239";"237";"238";"280";"0";"106";"-1600";"2000";"760";"50.020";"0.740";"398";"3733490";"983590";"2749877";
"2019-06-29 03:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"260";"709";"1";"0";"25541";"-364";"440";"156";"239";"237";"238";"316";"0";"102";"-2300";"1960";"700";"50.020";"0.621";"208";"3733510";"983600";"2749907";
"2019-06-29 03:50:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"4";"709";"1";"0";"25553";"-726";"440";"132";"240";"238";"238";"352";"0";"62";"-2160";"1940";"560";"50.020";"0.380";"-148";"3733510";"983610";"2749905";
"2019-06-29 03:55:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"10";"710";"1";"0";"25583";"-720";"542";"132";"239";"237";"238";"340";"68";"118";"-3460";"2320";"580";"50.030";"0.147";"-30";"3733510";"983620";"2749890";
"2019-06-29 04:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"710";"1";"0";"25583";"-752";"542";"120";"238";"237";"238";"352";"82";"40";"-3540";"2400";"400";"50.030";"0.130";"-54";"3733510";"983620";"2749890";
"2019-06-29 04:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"440";"747";"1";"0";"26906";"-284";"520";"192";"238";"237";"239";"326";"82";"164";"-1900";"2400";"1000";"50.010";"0.604";"432";"3733550";"983620";"2749912";
"2019-06-29 04:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"356";"777";"1";"0";"27977";"-200";"440";"156";"239";"238";"239";"320";"0";"102";"-1600";"2000";"700";"50.020";"0.681";"356";"3733580";"983620";"2749948";
"2019-06-29 04:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"356";"806";"1";"0";"29041";"-200";"440";"156";"239";"237";"239";"320";"0";"102";"-1600";"2000";"700";"50.030";"0.676";"356";"3733610";"983620";"2749980";
"2019-06-29 04:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"356";"836";"1";"0";"30109";"-200";"440";"156";"239";"237";"238";"320";"0";"102";"-1600";"1940";"700";"50.010";"0.675";"356";"3733650";"983620";"2750012";
"2019-06-29 04:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"356";"866";"1";"0";"31181";"-200";"440";"156";"239";"238";"238";"320";"0";"102";"-1600";"1960";"700";"50.020";"0.675";"356";"3733680";"983620";"2750044";
"2019-06-29 04:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"424";"901";"1";"0";"32463";"-172";"440";"192";"239";"238";"239";"288";"0";"162";"-1600";"2000";"1000";"50.040";"0.719";"424";"3733710";"983620";"2750077";
"2019-06-29 04:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"400";"935";"1";"0";"33666";"-160";"440";"158";"239";"237";"238";"280";"0";"106";"-1600";"1960";"760";"50.030";"0.741";"400";"3733750";"983620";"2750112";
"2019-06-29 04:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"234";"954";"1";"0";"34361";"-470";"530";"156";"239";"238";"238";"330";"62";"102";"-2700";"2240";"700";"50.030";"0.414";"214";"3733770";"983630";"2750143";
"2019-06-29 04:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"64";"959";"1";"0";"34546";"-726";"544";"192";"238";"238";"239";"344";"80";"166";"-3600";"2400";"1000";"50.030";"0.142";"28";"3733770";"983630";"2750140";
"2019-06-29 04:50:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"32";"962";"1";"0";"34635";"-720";"520";"156";"239";"238";"239";"320";"88";"102";"-3600";"2400";"700";"50.030";"0.140";"-6";"3733770";"983640";"2750135";
"2019-06-29 04:55:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"4";"962";"1";"0";"34647";"-720";"448";"132";"239";"238";"239";"322";"8";"60";"-3520";"2020";"560";"50.040";"0.347";"-136";"3733780";"983650";"2750130";
"2019-06-29 05:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"962";"1";"0";"34647";"-752";"440";"120";"239";"237";"238";"354";"0";"40";"-3600";"1840";"420";"50.040";"0.405";"-172";"3733780";"983660";"2750123";
"2019-06-29 05:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"300";"987";"1";"0";"35542";"-312";"440";"174";"239";"237";"238";"328";"0";"142";"-2000";"1980";"940";"50.030";"0.605";"276";"3733810";"983670";"2750120";
"2019-06-29 05:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"316";"1013";"1";"0";"36485";"-200";"440";"100";"239";"237";"237";"320";"0";"222";"-1600";"1980";"1100";"50.010";"0.513";"316";"3733830";"983670";"2750149";
"2019-06-29 05:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"316";"1039";"1";"0";"37428";"-200";"440";"116";"238";"237";"238";"320";"0";"222";"-1620";"1900";"1100";"50.000";"0.514";"316";"3733860";"983670";"2750177";
"2019-06-29 05:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"280";"1062";"1";"0";"38261";"-200";"440";"80";"239";"238";"237";"320";"0";"160";"-1600";"1920";"800";"50.010";"0.512";"280";"3733890";"983670";"2750205";
"2019-06-29 05:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"228";"1081";"1";"0";"38935";"-430";"512";"104";"239";"238";"238";"358";"54";"224";"-2480";"2220";"1100";"50.010";"0.391";"178";"3733910";"983670";"2750232";
"2019-06-29 05:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"28";"1084";"1";"0";"39024";"-728";"552";"88";"239";"238";"239";"364";"80";"222";"-3600";"2400";"1100";"50.010";"0.174";"-52";"3733910";"983680";"2750231";
"2019-06-29 05:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"30";"1086";"1";"0";"39114";"-720";"520";"78";"240";"238";"239";"326";"96";"222";"-3520";"2400";"1100";"50.000";"0.180";"-58";"3733910";"983690";"2750224";
"2019-06-29 05:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"24";"1088";"1";"0";"39190";"-720";"464";"78";"240";"239";"239";"330";"32";"222";"-3580";"2120";"1100";"50.010";"0.324";"-142";"3733910";"983710";"2750211";
"2019-06-29 05:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"312";"1114";"1";"0";"40126";"-248";"440";"76";"241";"239";"240";"284";"0";"218";"-1780";"2000";"1080";"50.010";"0.542";"302";"3733940";"983710";"2750218";
"2019-06-29 05:50:00";"0";"0";"0";"0";"0";"156";"156";"155";"36";"84";"2";"0";"0";"0";"0";"0";"0";"15";"156";"232";"1133";"1";"0";"40819";"-260";"440";"40";"241";"240";"240";"280";"0";"160";"-1820";"2000";"800";"50.010";"0.451";"232";"3733970";"983710";"2750246";
"2019-06-29 05:55:00";"0";"0";"0";"0";"0";"466";"465";"451";"36";"240";"2";"0";"0";"0";"0";"0";"0";"0";"472";"198";"1150";"1";"0";"41409";"-320";"440";"78";"241";"239";"240";"280";"0";"222";"-2000";"1940";"1100";"50.010";"0.364";"198";"3733990";"983710";"2750265";
"2019-06-29 06:00:00";"0";"0";"0";"0";"0";"515";"513";"487";"36";"240";"2";"0";"0";"0";"0";"0";"0";"0";"527";"234";"1169";"1";"0";"42102";"-354";"440";"152";"241";"239";"240";"314";"0";"108";"-2000";"2000";"720";"50.010";"0.484";"234";"3734010";"983710";"2750285";
"2019-06-29 06:05:00";"0";"0";"0";"0";"0";"504";"503";"478";"36";"239";"2";"0";"0";"0";"0";"0";"0";"0";"509";"156";"1182";"1";"0";"42570";"-586";"440";"156";"241";"239";"240";"358";"0";"102";"-2960";"1980";"700";"50.030";"0.530";"12";"3734020";"983720";"2750302";
"2019-06-29 06:10:00";"8";"22";"20";"11";"0";"476";"470";"447";"37";"240";"5";"0";"30";"0";"5";"0";"15";"0";"463";"10";"1183";"1";"0";"42600";"-974";"476";"88";"241";"239";"240";"328";"78";"136";"-4400";"2140";"1000";"50.010";"0.604";"-388";"3734020";"983760";"2750282";
"2019-06-29 06:15:00";"58";"39";"37";"18";"0";"491";"493";"456";"37";"239";"5";"0";"225";"80";"90";"0";"35";"55";"498";"17";"1184";"1";"0";"42653";"-960";"524";"40";"241";"238";"239";"286";"162";"146";"-4360";"2400";"880";"50.010";"0.543";"-352";"3734020";"983790";"2750249";
"2019-06-29 06:20:00";"132";"60";"60";"28";"10";"511";"506";"476";"37";"239";"5";"0";"495";"135";"115";"35";"58";"115";"529";"17";"1186";"1";"0";"42706";"-950";"426";"34";"241";"239";"239";"278";"180";"102";"-4080";"2220";"960";"50.000";"0.629";"-434";"3734020";"983820";"2750214";
"2019-06-29 06:25:00";"216";"84";"84";"41";"30";"526";"521";"489";"37";"239";"5";"0";"880";"200";"195";"100";"85";"200";"547";"206";"1203";"0";"0";"43323";"-380";"284";"36";"240";"238";"239";"182";"134";"86";"-2060";"1500";"900";"50.000";"0.198";"-44";"3734030";"983830";"2750192";
"2019-06-29 06:30:00";"270";"101";"99";"50";"50";"531";"530";"500";"37";"239";"5";"0";"1125";"200";"200";"100";"102";"200";"554";"304";"1228";"0";"0";"44227";"-206";"200";"36";"240";"238";"239";"126";"80";"62";"-1280";"1200";"860";"50.000";"0.072";"36";"3734030";"983830";"2750200";
"2019-06-29 06:35:00";"320";"108";"112";"57";"80";"537";"529";"501";"37";"240";"5";"0";"1290";"200";"200";"100";"111";"200";"560";"323";"1255";"0";"0";"45189";"-188";"200";"6";"241";"239";"239";"110";"80";"10";"-1200";"1200";"-60";"50.020";"0.039";"6";"3734030";"983840";"2750199";
"2019-06-29 06:40:00";"434";"146";"147";"73";"120";"541";"540";"513";"37";"240";"5";"0";"1880";"275";"280";"100";"151";"235";"568";"444";"1292";"1";"0";"46520";"-162";"158";"26";"240";"239";"239";"68";"80";"60";"-1200";"1200";"-260";"50.020";"0.243";"16";"3734030";"983840";"2750190";
"2019-06-29 06:45:00";"525";"173";"173";"81";"160";"542";"543";"515";"37";"239";"5";"0";"2430";"335";"315";"145";"178";"340";"573";"501";"1333";"1";"0";"48014";"-158";"120";"6";"240";"239";"239";"40";"80";"34";"-1200";"1060";"-300";"50.010";"0.549";"-18";"3734040";"983840";"2750196";
"2019-06-29 06:50:00";"679";"218";"218";"105";"220";"555";"548";"523";"37";"240";"5";"0";"3310";"400";"400";"200";"224";"400";"582";"636";"1386";"1";"0";"49914";"-128";"70";"16";"240";"239";"240";"2";"80";"50";"-1200";"880";"-160";"50.020";"0.902";"-34";"3734040";"983850";"2750193";
"2019-06-29 06:55:00";"806";"253";"252";"121";"280";"559";"553";"526";"37";"240";"5";"0";"4020";"425";"460";"200";"259";"400";"588";"706";"1445";"1";"0";"52027";"-120";"64";"-44";"240";"240";"240";"0";"100";"-54";"-1200";"900";"-500";"50.020";"0.890";"-96";"3734040";"983860";"2750181";
"2019-06-29 07:00:00";"835";"263";"262";"127";"350";"556";"553";"528";"37";"240";"5";"0";"4175";"485";"485";"200";"269";"400";"588";"626";"1497";"1";"0";"53903";"-326";"154";"-44";"240";"239";"240";"40";"200";"-52";"-1900";"1260";"-500";"50.020";"0.650";"-208";"3734050";"983890";"2750175";
